2024-09-25-17:24:58 INFO  ExtentReports instance initialized successfully.
2024-09-25-17:25:01 DEBUG Username is entered.
2024-09-25-17:25:02 DEBUG Password is Entered.
2024-09-25-17:25:03 INFO  'Login' button is clicked
2024-09-25-17:25:06 INFO  Clicked on '+'
2024-09-25-17:25:06 INFO  All tabs page is displayed.
2024-09-25-17:25:06 INFO  Clicked on 'Customize My Tabs'
2024-09-25-17:25:06 INFO  Customize My Tabs Page is displayed.
2024-09-25-17:25:07 INFO  'Assets' is selected from 'Selected Tabs'
2024-09-25-17:25:07 INFO  'Remove' button is Clicked.
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:07 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
2024-09-25-17:25:08 INFO  Assets is  not avaliable in Available Tabs drop down
